"","player","player_id","position","player_game_count","team_name","targets","receptions","caught_percent","yards","touchdowns","grades_offense","grades_pass_route","grades_hands_drop","grades_hands_fumble","grades_pass_block","yards_per_reception","yards_after_catch","yards_after_catch_per_reception","longest","first_downs","drops","interceptions","fumbles","avoided_tackles","targeted_qb_rating","penalties","declined_penalties","season","ï..season","Team","Cap.Number","Cash.Spent","snap_counts_offense","Year","experience"
"739","Randall Cobb",6216,"WR",15,"GB",31,25,80.6,375,1,65.1,65.7,54.9,27.5,NA,15,193,7.7,61,15,4,1,0,6,114.4,1,0,"2011",2011,"Packers",583531,1209124,84,2011,"1"
"740","Randall Cobb",6216,"WR",13,"GB",80,60,75,610,4,69.9,70.9,90.8,51.9,73,10.2,363,6.1,47,36,0,1,0,11,107.8,1,1,"2016",2016,"Packers",9150000,5806250,175,2011,"6"
"741","Ryan Grant",8777,"WR",15,"WAS",18,9,50,76,0,54.3,54.2,60.2,72.4,NA,8.4,26,2.9,17,6,1,0,0,1,61.3,1,0,"2016",2016,"Redskins",653403,6e+05,136,2014,"3"
"742","Ryan Grant",8777,"WR",13,"WAS",14,7,50,68,0,54.5,55.7,52.1,69.5,NA,9.7,21,3,21,4,1,2,0,1,24.4,0,0,"2014",2014,"Redskins",473403,633612,64,2014,"1"
"743","Ryan Grant",8777,"WR",16,"WAS",63,45,71.4,573,4,69.1,68.5,69.9,78.9,NA,12.7,240,5.3,40,30,3,3,0,6,100.8,1,0,"2017",2017,"Redskins",743403,690000,209,2014,"4"
"744","Ryan Grant",8777,"WR",16,"WAS",38,23,60.5,268,2,62.7,61,50.6,75.1,65.3,11.7,94,4.1,35,18,3,2,0,2,77.5,3,0,"2015",2015,"Redskins",563403,510000,194,2014,"2"
"745","Ryan Grant",8777,"WR",2,"GB",9,4,44.4,14,0,47.6,52.9,42.1,67,NA,3.5,7,1.8,9,1,1,1,0,0,12,2,0,"2019",2019,"Packers",520882,520882,31,2014,"6"
"746","Ryan Grant",8777,"WR",14,"IND",52,35,67.3,334,1,59.1,57.7,63.4,77.6,66.5,9.5,89,2.5,23,18,3,1,0,3,83.3,3,1,"2018",2018,"Colts",5e+06,5e+06,139,2014,"5"
"747","Ryan Whalen",6319,"WR",7,"CIN",12,7,58.3,53,0,72.7,70.7,75.6,69.5,NA,7.6,13,1.9,10,3,0,2,0,1,29.5,0,0,"2012",2012,"Bengals",496278,465000,41,2011,"2"
"748","Ryan Whalen",6319,"WR",3,"CIN",4,4,100,27,0,64.1,61.9,72.1,67,68.1,6.8,8,2,13,2,0,0,0,0,94.8,0,0,"2011",2011,"Bengals",406278,500114,36,2011,"1"
"749","Stephen Burton",6388,"WR",4,"JAX",12,8,66.7,76,0,56.9,57.7,54.5,74.1,NA,9.5,37,4.6,22,4,1,0,0,1,84,1,0,"2013",2013,"Jaguars",555000,555000,42,2011,"3"
"750","Stephen Burton",6388,"WR",2,"MIN",4,2,50,38,0,60.5,61.1,68.3,64,NA,19,6,3,21,2,0,0,0,0,83.3,0,0,"2011",2011,"Vikings",100235,100235,15,2011,"1"
"751","Stephen Burton",6388,"WR",11,"MIN",11,5,45.5,35,1,52.7,47.3,29.2,68,NA,7,16,3.2,13,1,2,0,0,2,83.5,1,0,"2012",2012,"Vikings",555000,555000,100,2011,"2"
"752","Tandon Doss",6275,"WR",3,"BLT",2,0,0,0,0,52.8,52.4,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,39.6,0,0,"2011",2011,"Ravens",478140,787561,14,2011,"1"
"753","Tandon Doss",6275,"WR",14,"BLT",14,7,50,123,1,57.8,57.3,31.8,69.5,NA,17.6,58,8.3,39,6,2,0,0,0,104.2,0,0,"2012",2012,"Ravens",568140,464999,42,2011,"2"
"754","Tandon Doss",6275,"WR",14,"BLT",35,19,54.3,305,0,62.8,61.7,37.1,86.3,NA,16.1,93,4.9,63,13,4,1,0,1,71.7,0,0,"2013",2013,"Ravens",522353,522353,76,2011,"3"
"755","Titus Young",6196,"WR",10,"DET",53,33,62.3,383,4,58.6,59.7,60.4,77.5,NA,11.6,83,2.5,46,20,3,2,0,0,93.5,4,1,"2012",2012,"Lions",0,465000,179,2011,"2"
"756","Titus Young",6196,"WR",16,"DET",80,48,60,607,6,62.7,64.7,44.4,79.6,NA,12.6,142,3,57,33,7,1,0,1,103.5,8,1,"2011",2011,"Lions",829331,2192324,186,2011,"1"
"757","Titus Young",6196,"WR",10,"DET",53,33,62.3,383,4,58.6,59.7,60.4,77.5,NA,11.6,83,2.5,46,20,3,2,0,0,93.5,4,1,"2012",2012,"Lions",919331,465000,179,2011,"2"
"758","Torrey Smith",6210,"WR",16,"BLT",127,65,51.2,1128,4,70.5,70.6,66.8,80.8,NA,17.4,381,5.9,74,48,5,3,1,4,82.4,6,0,"2013",2013,"Ravens",924336,683112,391,2011,"3"
"759","Torrey Smith",6210,"WR",12,"SF",45,20,44.4,267,3,53.9,52.2,27.8,75.2,NA,13.4,62,3.1,53,14,6,3,0,2,58.3,1,0,"2016",2016,"49ers",7600000,5875000,266,2011,"6"
"760","Torrey Smith",6210,"WR",16,"PHI",63,36,57.1,430,2,52,52.2,30.9,77.9,NA,11.9,122,3.4,59,11,7,1,0,1,82.1,1,0,"2017",2017,"Eagles",4875000,5e+06,263,2011,"7"
"761","Torrey Smith",6210,"WR",16,"BLT",89,49,55.1,767,11,72.1,70.5,28.9,79.3,NA,15.7,170,3.5,53,38,11,6,0,6,95.4,2,1,"2014",2014,"Ravens",1078392,837168,284,2011,"4"
"762","Torrey Smith",6210,"WR",16,"BLT",90,50,55.6,841,7,68.6,67.6,44,39.3,NA,16.8,242,4.8,74,34,7,1,1,2,108.6,2,0,"2011",2011,"Ravens",616224,1339896,328,2011,"1"
"763","Torrey Smith",6210,"WR",16,"SF",56,33,58.9,663,4,62.8,63,38.6,77.4,NA,20.1,226,6.8,76,23,5,1,0,1,116.9,5,1,"2015",2015,"49ers",3600000,1e+07,236,2011,"5"
"764","Torrey Smith",6210,"WR",16,"BLT",104,49,47.1,855,8,74.6,75.6,50.7,79.8,NA,17.4,244,5,54,38,6,2,0,4,93.2,6,0,"2012",2012,"Ravens",770280,529056,352,2011,"2"
"765","Torrey Smith",6210,"WR",11,"CAR",28,17,60.7,190,2,58.4,61.3,55.9,73.9,NA,11.2,46,2.7,35,12,2,0,0,2,104.8,3,1,"2018",2018,"Panthers",5e+06,5e+06,103,2011,"8"
"766","Vincent Brown",6234,"WR",14,"SD",38,19,50,329,2,69.5,68.6,57.1,74.1,NA,17.3,91,4.8,31,17,2,1,0,3,86.4,0,0,"2011",2011,"Chargers",521517,961068,100,2011,"1"
"767","Vincent Brown",6234,"WR",1,"SD",1,1,100,22,0,64,63.2,64.7,61.2,NA,22,2,2,22,1,0,0,0,0,118.8,0,0,"2015",NA,NA,NA,NA,8,2011,"5"
"768","Vincent Brown",6234,"WR",16,"SD",65,41,63.1,472,1,64.9,63.2,83.2,78.3,NA,11.5,91,2.2,51,28,1,3,0,4,70.8,0,0,"2013",2013,"Chargers",701517,555000,365,2011,"3"
"769","Vincent Brown",6234,"WR",7,"OAK",20,12,60,118,0,61.1,60.6,79.4,71.9,NA,9.8,46,3.8,20,6,0,2,0,1,37.1,0,0,"2014",2014,"Raiders",875005,875005,24,2011,"4"
"770","A.J. Jenkins",7034,"WR",3,"SF",1,0,0,0,0,47.5,44.9,27.9,NA,NA,NA,0,NA,0,0,1,0,0,0,39.6,0,0,"2012",2012,"49ers",1263187,3882748,13,2012,"1"
"771","A.J. Jenkins",7034,"WR",9,"KC",14,9,64.3,93,0,53.5,56.2,77.3,20.8,NA,10.3,49,5.4,27,5,0,0,0,0,83.3,0,0,"2014",2014,"Chiefs",1021594,1021594,84,2012,"3"
"772","A.J. Jenkins",7034,"WR",15,"KC",15,8,53.3,130,0,58.2,56.7,35.7,71.5,NA,16.3,41,5.1,48,4,2,0,0,0,82.6,0,0,"2013",2013,"Chiefs",705797,705797,72,2012,"2"
"773","Aldrick Robinson",6330,"WR",16,"ATL",31,20,64.5,323,2,78.2,76.7,84.1,75.7,NA,16.2,81,4.1,59,14,0,0,0,1,120.8,0,0,"2016",2016,"Falcons",675000,675000,161,2011,"6"
"774","Aldrick Robinson",6330,"WR",13,"WAS",18,11,61.1,237,3,69.4,68.7,29.9,72.1,NA,21.5,63,5.7,68,9,3,0,0,1,144.7,2,0,"2012",2012,"Redskins",390000,390000,113,2011,"2"
"775","Aldrick Robinson",6330,"WR",14,"MIN",32,17,53.1,231,5,61.8,61.4,54.3,74.2,NA,13.6,40,2.4,40,12,2,1,0,1,103,1,0,"2018",2018,"Vikings",697059,697059,65,2011,"8"
"776","Aldrick Robinson",6330,"WR",5,"WAS",3,1,33.3,6,0,48.4,53.3,64.7,61.2,NA,6,7,7,6,0,0,0,0,0,42.4,1,0,"2014",2014,"Ravens",30000,30000,9,2011,"4"
"777","Aldrick Robinson",6330,"WR",15,"WAS",46,18,39.1,365,2,66.9,66.2,57.1,75.3,NA,20.3,76,4.2,62,14,3,1,0,1,73.2,0,0,"2013",2013,"Redskins",480000,480000,131,2011,"3"
"778","Aldrick Robinson",6330,"WR",16,"SF",44,19,43.2,260,2,55.9,56.2,33.8,74.1,NA,13.7,40,2.1,45,12,4,1,0,1,68.4,2,0,"2017",2017,"49ers",1800000,1950000,160,2011,"7"
"779","Alshon Jeffery",7048,"WR",12,"CHI",92,52,56.5,821,2,74.5,73.8,66.3,79.6,NA,15.8,192,3.7,54,41,5,7,0,1,61.9,5,1,"2016",2016,"Bears",11163941,11163941,231,2012,"5"
"780","Alshon Jeffery",7048,"WR",16,"CHI",140,89,63.6,1421,7,86.6,83.9,76.6,27.9,89.4,16,406,4.6,80,62,5,5,3,8,99.1,5,2,"2013",2013,"Bears",1033598,596719,317,2012,"2"
"781","Alshon Jeffery",7048,"WR",9,"CHI",92,54,58.7,807,4,92,92.1,87.9,79.8,NA,14.9,197,3.6,50,43,2,3,0,4,88.5,4,0,"2015",2015,"Bears",1447036,1010157,207,2012,"4"
"782","Alshon Jeffery",7048,"WR",10,"PHI",69,43,62.3,490,4,74.8,75,52.3,78.4,NA,11.4,136,3.2,38,36,5,1,0,0,96.9,1,0,"2019",2019,"Eagles",6069000,11750000,188,2012,"8"
"783","Alshon Jeffery",7048,"WR",16,"PHI",113,57,50.4,789,9,74.3,75,77,80.5,NA,13.8,202,3.5,53,44,3,1,0,2,96.1,7,2,"2017",2017,"Eagles",10850000,16250000,344,2012,"6"
"784","Alshon Jeffery",7048,"WR",16,"CHI",135,85,63,1133,10,76.6,76.3,66.5,57,70.2,13.3,483,5.7,74,60,5,3,0,6,105,6,0,"2014",2014,"Bears",1240317,803438,286,2012,"3"
"785","Alshon Jeffery",7048,"WR",10,"CHI",48,24,50,367,3,66,66.4,65.2,75.9,NA,15.3,72,3,55,17,2,1,0,0,87.8,4,0,"2012",2012,"Bears",826879,2137516,149,2012,"1"
"786","Alshon Jeffery",7048,"WR",13,"PHI",90,65,72.2,843,6,78.3,77.1,67.3,45.9,NA,13,270,4.2,52,48,5,1,1,7,118.9,3,0,"2018",2018,"Eagles",3975000,7500000,264,2012,"7"
"787","Brian Quick",7037,"WR",15,"SL",27,11,40.7,156,2,59.2,57.4,43.8,71.5,NA,14.2,30,2.7,39,6,2,3,0,0,45.2,0,0,"2012",2012,"Rams",979382,2747528,58,2012,"1"
"788","Brian Quick",7037,"WR",8,"WAS",8,6,75,76,0,76.5,75.7,74.6,68.8,NA,12.7,27,4.5,31,5,0,0,0,0,104.2,0,0,"2017",2017,"Redskins",695000,855000,23,2012,"6"
"789","Brian Quick",7037,"WR",7,"SL",37,25,67.6,375,3,72.6,73.9,63.4,75.8,NA,15,75,3,51,20,2,1,0,1,116.4,3,0,"2014",2014,"Rams",1469072,879690,137,2012,"3"
"790","Brian Quick",7037,"WR",16,"LA",75,41,54.7,564,3,60.5,61.3,52.6,78.4,65.7,13.8,172,4.2,65,21,5,3,0,4,75.6,5,0,"2016",2016,"Rams",1703125,1875000,227,2012,"5"
"791","Brian Quick",7037,"WR",13,"SL",32,10,31.3,102,0,53.9,51.4,28.1,71.1,NA,10.2,43,4.3,37,5,4,0,0,0,41.4,1,0,"2015",2015,"Rams",1713918,1124536,182,2012,"4"
"792","Brian Quick",7037,"WR",16,"SL",34,18,52.9,304,2,62.4,61.5,32.2,73.9,NA,16.9,108,6,73,15,4,2,0,3,78.6,2,0,"2013",2013,"Rams",1224227,634845,120,2012,"2"
"793","Brian Quick",7037,"WR",5,"WAS",3,3,100,18,0,60.1,57.4,70.5,65.8,NA,6,2,0.7,6,2,0,0,0,0,91.7,0,0,"2018",NA,NA,NA,NA,32,2012,"7"
"794","Chris Givens",7096,"WR",16,"SL",77,34,44.2,569,0,61,60.2,30,29.5,NA,16.7,262,7.7,47,28,6,1,1,5,64.3,1,0,"2013",2013,"Saints",303833,303000,311,2012,"2"
"795","Chris Givens",7096,"WR",15,"BLT",51,20,39.2,353,1,59.5,60.6,37.3,76.3,NA,17.7,55,2.8,48,13,4,3,0,0,45.6,0,0,"2015",2015,"Ravens",1179176,1179176,162,2012,"4"
"796","Chris Givens",7096,"WR",14,"SL",17,11,64.7,159,1,56.2,55,80.6,76.1,NA,14.5,42,3.8,47,5,0,1,0,0,90.1,2,0,"2014",2014,"Rams",694257,570000,66,2012,"3"
"797","Chris Givens",7096,"WR",15,"SL",77,42,54.5,698,3,71.4,70.3,52.2,79,NA,16.6,286,6.8,65,25,5,1,0,4,92.9,0,0,"2012",2012,"Saints",390833,392500,225,2012,"1"
"798","Chris Givens",7096,"WR",16,"SL",77,34,44.2,569,0,61,60.2,30,29.5,NA,16.7,262,7.7,47,28,6,1,1,5,64.3,1,0,"2013",2013,"Rams",604257,480000,311,2012,"2"
"799","Chris Givens",7096,"WR",15,"SL",77,42,54.5,698,3,71.4,70.3,52.2,79,NA,16.6,286,6.8,65,25,5,1,0,4,92.9,0,0,"2012",2012,"Rams",514257,887028,225,2012,"1"
"800","Courtney Roby",2285,"WR",1,"ATL",2,1,50,11,0,56.3,56.1,64.7,61.2,NA,11,0,0,11,1,0,1,0,0,27.1,0,0,"2014",NA,NA,NA,NA,10,2005,"10"
"801","Courtney Roby",2285,"WR",5,"NO",2,1,50,9,0,54.2,52,28.9,61.2,67.2,9,5,5,9,0,1,0,0,0,62.5,1,0,"2012",NA,NA,NA,NA,39,2005,"8"
"802","DeVier Posey",7070,"WR",1,"HST",1,1,100,30,0,58.8,59.9,64.7,61.2,NA,30,3,3,30,1,0,0,0,0,118.8,1,0,"2014",2014,"Texans",801023,630000,33,2012,"3"
"803","DeVier Posey",7070,"WR",9,"HST",13,6,46.2,87,0,57.1,55.5,29.8,69.8,NA,14.5,33,5.5,36,3,2,1,0,2,36.4,1,1,"2012",2012,"Texans",561023,1074092,68,2012,"1"
"804","DeVier Posey",7070,"WR",12,"HST",21,15,71.4,155,0,59.2,59.7,81.1,73,61.6,10.3,80,5.3,42,5,0,0,0,1,92.4,0,0,"2013",2013,"Texans",681023,510000,71,2012,"2"
"805","Devon Wylie",7107,"WR",5,"KC",12,6,50,53,0,58.7,58.5,74.6,68.8,NA,8.8,13,2.2,16,2,0,0,0,0,62.2,0,0,"2012",2012,"Chiefs",503850,845400,35,2012,"1"
"806","Dwayne Harris",6328,"WR",9,"NYG",1,1,100,13,1,81.6,81,68.3,52.9,51.9,13,0,0,13,1,0,0,0,0,158.3,0,0,"2016",2016,"Giants",3800000,3e+06,45,2011,"6"
"807","Dwayne Harris",6328,"WR",13,"DAL",27,17,63,222,1,72,69.7,68.7,73.9,NA,13.1,106,6.2,36,9,1,1,0,5,85.7,0,0,"2012",2012,"Cowboys",475000,475000,60,2011,"2"
"808","Dwayne Harris",6328,"WR",16,"DAL",11,7,63.6,116,0,72.9,78.5,77.3,61.3,65.5,16.6,36,5.1,56,3,0,0,0,3,99.1,0,0,"2014",2014,"Cowboys",655000,655000,109,2011,"4"
"809","Dwayne Harris",6328,"WR",10,"OAK",6,6,100,40,0,61.6,60.4,74.6,28.4,NA,6.7,46,7.7,13,1,0,0,1,3,94.4,0,0,"2018",2018,"Raiders",720000,1005000,25,2011,"8"
"810","Dwayne Harris",6328,"WR",15,"NYG",53,36,67.9,396,4,61,59.5,48,89.6,NA,11,142,3.9,38,19,5,2,0,2,99.3,2,0,"2015",2015,"Giants",1800000,5e+06,186,2011,"5"
"811","Dwayne Harris",6328,"WR",2,"OAK",1,1,100,7,0,58.3,58.5,64.7,74.2,NA,7,8,8,7,0,0,0,0,0,95.8,0,0,"2019",2019,"Raiders",1680000,1600000,NA,2011,"9"
"812","Dwayne Harris",6328,"WR",9,"DAL",14,9,64.3,80,2,63.9,55,29.2,88.3,68.8,8.9,39,4.3,24,5,3,0,0,1,119,1,0,"2013",2013,"Cowboys",565000,565000,54,2011,"3"
"813","Jarius Wright",7118,"WR",8,"MIN",14,11,78.6,67,1,61.1,60.8,61.8,71.9,NA,6.1,39,3.5,11,5,1,0,0,2,110.4,0,0,"2016",2016,"Vikings",2560000,2e+06,43,2012,"5"
"814","Jarius Wright",7118,"WR",16,"MIN",41,26,63.4,434,3,70.9,68.7,74.9,80.6,61.4,16.7,114,4.4,42,20,1,1,0,4,113.3,0,0,"2013",2013,"Vikings",585027,480000,96,2012,"2"
"815","Jarius Wright",7118,"WR",16,"MIN",23,18,78.3,198,2,71.2,71.8,82.7,73.9,NA,11,88,4.9,30,13,0,0,0,0,131.5,1,0,"2017",2017,"Vikings",2160000,2600000,80,2012,"6"
"816","Jarius Wright",7118,"WR",16,"CAR",57,43,75.4,447,1,63.7,63,68.3,19.5,NA,10.4,205,4.8,33,24,3,2,3,6,88.9,1,0,"2018",2018,"Panthers",1566666,2900000,118,2012,"7"
"817","Jarius Wright",7118,"WR",7,"MIN",36,22,61.1,310,2,66.5,64,29.9,75.6,68.2,14.1,122,5.5,65,13,4,1,0,3,95.8,0,0,"2012",2012,"Vikings",495027,810108,66,2012,"1"
"818","Jarius Wright",7118,"WR",16,"MIN",45,34,75.6,442,0,69.2,67.7,61.2,28.5,NA,13,173,5.1,52,25,3,0,1,4,106,1,0,"2015",2015,"Vikings",2207027,4342000,120,2012,"4"
"819","Jarius Wright",7118,"WR",16,"CAR",56,28,50,296,0,47.8,48.4,28.3,76.6,66.1,10.6,89,3.2,33,16,7,5,0,1,28.6,1,0,"2019",2019,"Panthers",2466666,1600000,165,2012,"8"
"820","Jarius Wright",7118,"WR",16,"MIN",60,42,70,588,2,70.8,69.8,52.3,79.4,NA,14,336,8,87,25,5,2,0,5,98.5,0,0,"2014",2014,"Vikings",675027,570000,129,2012,"3"
"821","Joe Adams",7104,"WR",4,"CAR",1,1,100,7,0,54.3,56.9,64.7,68.2,NA,7,9,9,7,0,0,0,0,0,95.8,0,0,"2012",2012,"Panthers",506888,857552,12,2012,"1"
"822","Jordan White",7226,"WR",2,"NYJ",3,1,33.3,13,0,60.4,60.1,64.7,61.2,NA,13,3,3,13,1,0,0,0,0,47.9,0,0,"2012",2012,"Jets",137647,137647,10,2012,"1"
"823","Juron Criner",7160,"WR",1,"OAK",8,3,37.5,32,0,61.9,59.5,70.5,65.8,NA,10.7,11,3.7,20,2,0,0,0,0,50,0,0,"2013",2013,"Raiders",516140,480000,15,2012,"2"
"824","Juron Criner",7160,"WR",12,"OAK",29,16,55.2,151,1,72.4,71,67.7,23.2,61.6,9.4,84,5.3,17,10,1,1,1,2,66.9,0,0,"2012",2012,"Raiders",426140,534560,37,2012,"1"
"825","Justin Blackmon",7011,"WR",4,"JAX",46,29,63,415,1,71.9,71.4,66.8,76.6,NA,14.3,215,7.4,67,17,2,3,0,2,72.3,0,0,"2013",2013,"Jaguars",3265572,1989754,84,2012,"2"
"826","Justin Blackmon",7011,"WR",16,"JAX",129,64,49.6,865,5,65.7,64.3,50.4,27,34.9,13.5,290,4.5,81,41,8,6,1,6,64.9,2,0,"2012",2012,"Jaguars",3365818,7500000,278,2012,"1"
"827","Kealoha Pilares",6284,"WR",6,"CAR",3,2,66.7,42,1,77.4,66.6,68.3,67.8,NA,21,50,25,36,1,0,0,0,2,149.3,0,0,"2012",2012,"Panthers",518878,465000,10,2011,"2"
"828","Kendall Wright",7026,"WR",10,"TEN",59,36,61,408,3,69.6,69.1,63.4,78.7,NA,11.3,154,4.3,52,21,3,5,0,5,63.4,1,0,"2015",2015,"Titans",2614962,1510698,117,2012,"4"
"829","Kendall Wright",7026,"WR",16,"CHI",82,59,72,614,1,73.2,72.3,76.6,80.4,NA,10.4,193,3.3,22,33,3,1,0,8,92.2,2,1,"2017",2017,"Bears",1843750,2e+06,145,2012,"6"
"830","Kendall Wright",7026,"WR",16,"TEN",134,94,70.1,1079,2,81.5,80.4,60.5,38.3,NA,11.5,593,6.3,45,53,8,3,2,19,89.7,1,0,"2013",2013,"Titans",1867830,763566,246,2012,"2"
"831","Kendall Wright",7026,"WR",15,"TEN",95,64,67.4,626,4,67.7,67.7,48.5,46.4,NA,9.8,330,5.2,38,38,7,2,1,13,90.9,5,2,"2012",2012,"Titans",1494264,4807056,138,2012,"1"
"832","Kendall Wright",7026,"WR",14,"TEN",86,57,66.3,715,6,70.8,70.6,89,44.5,NA,12.5,376,6.6,48,34,1,2,1,15,105.5,3,2,"2014",2014,"Titans",2241396,1137132,180,2012,"3"
"833","Kendall Wright",7026,"WR",11,"TEN",41,29,70.7,416,3,72.1,71.5,76.7,77.5,65.4,14.3,122,4.2,48,18,2,2,0,2,107.4,1,1,"2016",2016,"Titans",7320000,7320000,68,2012,"5"
"834","Keshawn Martin",7121,"WR",14,"HST",35,22,62.9,253,2,56.3,56.1,45.3,48.7,NA,11.5,96,4.4,32,12,3,2,0,3,79.8,0,0,"2013",2013,"Texans",583140,480000,77,2012,"2"
"835","Keshawn Martin",7121,"WR",9,"NE",36,24,66.7,269,2,58.4,59.6,64.1,82,NA,11.2,74,3.1,39,13,2,0,0,2,107.3,4,0,"2015",2015,"Patriots",618750,618750,165,2012,"4"
"836","Keshawn Martin",7121,"WR",14,"HST",26,10,38.5,85,1,51.5,48.4,27.1,73.4,NA,8.5,40,4,18,6,5,3,0,1,21,1,0,"2012",2012,"Texans",493140,802560,93,2012,"1"
"837","Keshawn Martin",7121,"WR",16,"HST",12,6,50,78,0,56.1,55.8,75.6,83.8,NA,13,57,9.5,32,3,0,1,0,2,36.1,0,0,"2014",2014,"Texans",673140,570000,124,2012,"3"
"838","LaVon Brazill",7191,"WR",14,"IND",24,11,45.8,186,1,56.9,57.5,29.9,71.5,NA,16.9,74,6.7,42,7,2,1,0,1,69.1,1,1,"2012",2012,"Colts",409670,468680,32,2012,"1"
"839","LaVon Brazill",7191,"WR",10,"IND",25,12,48,161,2,61.7,60.1,61.8,82,NA,13.4,54,4.5,29,7,1,1,1,9,78.9,1,0,"2013",2013,"Colts",386729,367059,47,2012,"2"
"840","Marvin McNutt",7182,"WR",4,"PHI",2,0,0,0,0,53.1,53.7,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,39.6,0,0,"2012",2012,"Eagles",114706,114706,2,2012,"1"
"841","Marvin McNutt",7182,"WR",1,"CAR",1,0,0,0,0,56,56.9,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,39.6,0,0,"2013",2013,"Panthers",338823,338823,1,2012,"2"
"842","Michael Floyd",7019,"WR",16,"ARZ",107,65,60.7,1041,5,82,80.3,67.2,80.9,48.6,16,276,4.2,91,48,5,7,0,10,81.6,3,0,"2013",2013,"Cardinals",2266250,843250,332,2012,"2"
"843","Michael Floyd",7019,"WR",13,"WAS",23,10,43.5,100,1,50,49.7,29.9,71.5,NA,10,28,2.8,20,5,2,1,0,0,52.8,2,1,"2018",2018,"Redskins",555882,697059,131,2012,"7"
"844","Michael Floyd",7019,"WR",16,"ARZ",79,45,57,562,2,63.1,62,54.9,32.9,NA,12.5,161,3.6,53,27,5,1,1,5,82.4,2,0,"2012",2012,"Cardinals",1813000,6082000,123,2012,"1"
"845","Michael Floyd",7019,"WR",11,"MIN",14,10,71.4,78,0,60.9,61.9,58.9,71.1,NA,7.8,34,3.4,19,3,1,1,0,0,55.1,1,0,"2017",2017,"Vikings",1137059,1074559,64,2012,"6"
"846","Michael Floyd",7019,"WR",16,"ARZ",93,47,50.5,844,6,69.4,65.1,63.3,20,77.4,18,112,2.4,63,34,5,3,3,2,90.1,3,0,"2014",2014,"Cardinals",2719500,1296500,307,2012,"3"
"847","Michael Floyd",7019,"WR",15,"NE",72,37,51.4,488,5,66.3,63.7,49,77.9,86.4,13.2,68,1.8,39,31,5,3,0,0,78.9,5,0,"2016",2016,"Patriots",1291765,1291765,246,2012,"5"
"848","Michael Floyd",7019,"WR",15,"ARZ",88,52,59.1,849,6,81.7,81.1,61.7,80,NA,16.3,220,4.2,60,40,4,2,0,5,104.8,4,1,"2015",2015,"Cardinals",3172750,1749750,208,2012,"4"
"849","Mohamed Sanu",7084,"WR",16,"CIN",48,33,68.8,394,0,56.9,55.2,79.9,37.1,73.8,11.9,209,6.3,52,17,1,2,1,4,76.2,1,0,"2015",2015,"Bengals",1682813,1542000,198,2012,"4"
"850","Mohamed Sanu",7084,"WR",15,"NE",85,59,69.4,520,2,58.8,59,53,57.7,NA,8.8,195,3.3,28,30,6,3,0,5,78.6,1,1,"2019",2019,"Patriots",3676472,3676472,218,2012,"8"
"851","Mohamed Sanu",7084,"WR",15,"ATL",94,67,71.3,703,5,76.8,75.1,67.4,81.7,69.9,10.5,248,3.7,25,41,5,2,0,3,101.5,2,0,"2017",2017,"Falcons",7400000,6e+06,285,2012,"6"
"852","Mohamed Sanu",7084,"WR",8,"CIN",24,16,66.7,154,4,71.7,69.1,82.2,25.5,NA,9.6,79,4.9,34,10,0,0,0,2,124,0,0,"2012",2012,"Bengals",530813,953252,84,2012,"1"
"853","Mohamed Sanu",7084,"WR",16,"CIN",97,56,57.7,790,5,67.6,65.4,28.1,81.8,70.6,14.1,334,6,76,37,14,2,0,8,92.7,2,0,"2014",2014,"Bengals",730813,590000,421,2012,"3"
"854","Mohamed Sanu",7084,"WR",16,"ATL",91,66,72.5,838,4,71.6,70.7,90.3,31.2,NA,12.7,396,6,44,41,1,0,2,11,115.5,2,0,"2018",2018,"Falcons",7525000,6125000,225,2012,"7"
"855","Mohamed Sanu",7084,"WR",15,"ATL",78,59,75.6,653,4,74.6,72.7,83.7,45.5,73.8,11.1,299,5.1,59,33,2,0,1,7,117.1,2,1,"2016",2016,"Falcons",2400000,8e+06,266,2012,"5"
"856","Mohamed Sanu",7084,"WR",16,"CIN",73,47,64.4,455,2,62.8,60.7,48.6,41,68.2,9.7,255,5.4,32,28,6,1,1,5,85.1,1,0,"2013",2013,"Bengals",630813,490000,264,2012,"2"
"857","Rishard Matthews",7211,"WR",16,"TEN",104,65,62.5,945,9,81.4,79.5,90.2,45.9,61.6,14.5,218,3.4,60,44,1,4,1,5,104.8,3,0,"2016",2016,"Titans",3333333,5e+06,308,2012,"5"
"858","Rishard Matthews",7211,"WR",14,"TEN",84,53,63.1,795,4,74.4,73.1,60.1,79.8,NA,15,277,5.2,75,36,4,6,0,7,80.2,0,0,"2017",2017,"Titans",6333333,5e+06,265,2012,"6"
"859","Rishard Matthews",7211,"WR",7,"MIA",18,11,61.1,151,0,60.1,59.7,78.7,71.5,NA,13.7,31,2.8,30,7,0,1,0,0,64.8,1,0,"2012",2012,"Dolphins",403403,443612,73,2012,"1"
"860","Rishard Matthews",7211,"WR",16,"MIA",62,41,66.1,448,2,68.4,67.6,82.6,78.1,61.6,10.9,174,4.2,29,26,1,1,0,2,91.3,0,0,"2013",2013,"Dolphins",493403,480000,144,2012,"2"
